crate_id,order_id,item_id,x_start,x_end,y_start,y_end,z_start,z_end
12,7,20,0,135,0,109,264,265
12,7,125,0,166,0,156,0,133
12,7,113,0,289,0,104,220,259
12,7,231,369,430,83,181,0,217
12,7,171,0,212,205,350,117,231
12,7,411,0,83,224,308,96,251
12,7,484,74,160,0,74,164,451
12,7,225,0,61,0,268,58,231
12,7,165,153,217,0,150,0,225
12,7,411,0,83,224,308,96,251
12,7,281,403,496,0,267,94,248
12,7,28,252,321,0,81,184,407
12,7,315,0,82,0,203,119,367
12,7,356,0,37,230,436,216,290
12,7,54,331,407,108,191,76,172
12,7,411,0,83,224,308,96,251
12,7,464,0,75,154,234,178,269
12,7,334,84,111,0,145,0,144
13,7,169,212,384,146,258,121,267
13,7,58,403,497,0,84,0,319
13,7,56,0,83,83,172,184,516
13,7,148,155,309,0,329,155,267
13,7,315,0,82,0,203,119,367
13,7,192,0,83,154,236,0,338
13,7,298,185,251,250,370,206,274
13,7,33,0,56,0,137,0,224
13,7,121,254,322,237,304,0,120
13,7,18,75,120,262,388,0,257
13,7,66,377,501,0,209,36,97
13,7,33,0,56,0,137,0,224
13,7,325,0,60,239,466,208,274
13,7,58,403,497,0,84,0,319
13,7,57,0,67,169,238,0,191
13,7,317,0,91,212,320,156,273
14,7,195,61,150,154,247,155,521
14,7,294,369,494,62,242,93,300
14,7,320,0,95,0,87,120,427
14,7,33,0,56,0,137,0,224
14,7,385,434,489,0,176,0,210
14,7,225,0,61,0,268,58,231
14,7,376,333,447,0,103,160,350
14,7,61,0,103,0,97,0,136
15,8,315,0,82,0,203,119,367
15,8,454,402,436,0,90,0,186
15,8,474,151,234,75,155,0,259
15,8,374,0,94,93,177,184,496
15,8,20,0,135,0,109,264,265
15,8,378,88,105,30,292,0,257
15,8,119,201,267,148,210,197,237
15,8,164,219,290,248,340,137,246
15,8,152,203,316,177,307,0,117
15,8,474,151,234,75,155,0,259
15,8,454,402,436,0,90,0,186
15,8,11,338,403,0,195,0,273
15,8,409,112,193,0,71,74,327
15,8,121,254,322,237,304,0,120
15,8,80,0,93,0,80,184,436
15,8,46,0,126,0,130,0,270
15,8,121,254,322,237,304,0,120
15,8,66,377,501,0,209,36,97
15,8,225,0,61,0,268,58,231
15,8,401,0,25,0,200,239,326
15,8,100,0,48,0,160,224,514
15,8,455,450,483,220,300,89,256
16,8,148,155,309,0,329,155,267
16,8,148,155,309,0,329,155,267
16,8,136,321,384,243,389,0,221
16,8,231,369,430,83,181,0,217
16,8,378,88,105,30,292,0,257
16,8,179,0,61,224,320,0,220
16,8,360,0,277,0,197,201,259
16,8,393,424,480,0,54,0,196
16,8,362,253,365,0,124,145,304
16,8,345,437,491,0,94,0,300
16,8,171,0,212,205,350,117,231
16,8,131,0,59,248,380,0,241
16,8,61,0,103,0,97,0,136
17,9,180,329,449,0,158,0,320
17,9,471,0,118,0,157,0,162
17,9,359,0,117,205,486,0,114
17,9,103,185,325,250,370,86,153
17,9,165,153,217,0,150,0,225
17,9,376,333,447,0,103,160,350
17,9,88,202,288,239,320,184,346
17,9,402,284,341,0,169,0,254
17,9,402,284,341,0,169,0,254
17,9,136,321,384,243,389,0,221
17,9,292,0,105,0,88,137,253
17,9,468,0,71,130,283,46,212
17,9,411,0,83,224,308,96,251
17,9,70,103,136,0,300,76,166
18,10,54,331,407,108,191,76,172
18,10,131,0,59,248,380,0,241
18,10,228,0,74,0,142,196,319
18,10,292,0,105,0,88,137,253
18,10,20,0,135,0,109,264,265
18,10,345,437,491,0,94,0,300
18,10,374,0,94,93,177,184,496
18,10,131,0,59,248,380,0,241
18,10,201,0,43,196,243,224,454
18,10,69,0,62,0,155,0,270
19,11,169,212,384,146,258,121,267
19,11,266,270,391,0,176,0,208
19,11,382,410,485,0,97,0,230
19,11,20,0,135,0,109,264,265
19,11,474,151,234,75,155,0,259
19,11,419,232,307,241,394,91,292
19,11,495,0,37,154,474,82,118
19,11,58,403,497,0,84,0,319
19,11,58,403,497,0,84,0,319
19,11,131,0,59,248,380,0,241
19,11,33,0,56,0,137,0,224
19,11,360,0,277,0,197,201,259
19,11,34,105,206,167,269,0,96
19,11,143,0,45,0,230,0,82
19,11,137,268,298,62,174,83,245
19,11,333,314,399,176,268,0,147
19,11,411,0,83,224,308,96,251
19,11,102,0,177,0,95,265,272
19,11,144,329,404,0,108,0,161
19,11,447,355,379,105,202,225,331
19,11,298,185,251,250,370,206,274
19,11,66,377,501,0,209,36,97
20,11,148,155,309,0,329,155,267
20,11,484,74,160,0,74,164,451
21,12,148,155,309,0,329,155,267
21,12,63,400,442,278,354,0,167
21,12,228,0,74,0,142,196,319
21,12,225,0,61,0,268,58,231
21,12,246,177,256,171,319,77,193
21,12,69,0,62,0,155,0,270
21,12,34,105,206,167,269,0,96
21,12,149,0,79,0,252,0,236
21,12,167,207,242,180,279,0,186
21,12,11,338,403,0,195,0,273
21,12,137,268,298,62,174,83,245
21,12,258,427,500,154,222,103,259
21,12,205,236,280,0,96,221,407
21,12,20,0,135,0,109,264,265
21,12,478,0,13,140,290,84,159
21,12,360,0,277,0,197,201,259
21,12,206,446,552,0,44,0,236
21,12,454,402,436,0,90,0,186
21,12,79,132,191,48,152,136,390
21,12,119,201,267,148,210,197,237
21,12,405,0,74,173,297,0,253
22,12,219,0,95,200,344,0,271
22,12,411,0,83,224,308,96,251
22,12,376,333,447,0,103,160,350
22,12,411,0,83,224,308,96,251
22,12,61,0,103,0,97,0,136
22,12,411,0,83,224,308,96,251
22,12,74,419,493,72,150,0,268
23,13,192,0,83,154,236,0,338
23,13,374,0,94,93,177,184,496
23,13,121,254,322,237,304,0,120
23,13,495,0,37,154,474,82,118
23,13,61,0,103,0,97,0,136
23,13,383,369,451,83,155,98,199
23,13,37,0,55,0,391,0,127
23,13,247,61,131,62,132,155,263
23,13,125,0,166,0,156,0,133
23,13,480,0,44,191,393,82,128
23,13,165,153,217,0,150,0,225
23,13,411,0,83,224,308,96,251
23,13,151,0,58,0,169,0,284
23,13,125,0,166,0,156,0,133
23,13,357,366,469,0,103,0,192
23,13,187,0,58,0,62,215,324
23,13,411,0,83,224,308,96,251
23,13,225,0,61,0,268,58,231
23,13,231,369,430,83,181,0,217
24,14,292,0,105,0,88,137,253
24,14,417,248,464,83,205,0,249
24,14,125,0,166,0,156,0,133
24,14,195,61,150,154,247,155,521
24,14,328,0,203,0,150,31,165
24,14,126,203,365,62,351,119,224
24,14,171,0,212,205,350,117,231
24,14,357,366,469,0,103,0,192
24,14,36,0,71,105,251,112,290
24,14,284,0,45,0,104,162,441
24,14,457,405,505,105,201,97,302
24,14,8,0,28,167,293,225,377
24,14,334,84,111,0,145,0,144
24,14,401,0,25,0,200,239,326
24,14,20,0,135,0,109,264,265
24,14,121,254,322,237,304,0,120
24,14,253,197,243,0,86,224,362
24,14,353,368,444,0,73,189,295
25,14,56,0,83,83,172,184,516
25,14,148,155,309,0,329,155,267
25,14,403,93,168,0,230,36,320
25,14,56,0,83,83,172,184,516
25,14,376,333,447,0,103,160,350
25,14,36,0,71,105,251,112,290
25,14,426,329,480,0,150,120,305
25,14,385,434,489,0,176,0,210
25,14,269,0,87,0,84,173,476
25,14,422,224,271,0,106,0,169
25,14,11,338,403,0,195,0,273
25,14,345,437,491,0,94,0,300
25,14,117,57,83,0,126,167,324
25,14,55,130,191,0,88,0,173
25,14,67,322,363,273,411,94,254
25,14,202,56,140,75,160,0,90
26,14,345,437,491,0,94,0,300
26,14,61,0,103,0,97,0,136
26,14,66,377,501,0,209,36,97
27,15,148,155,309,0,329,155,267
27,15,459,337,465,178,303,0,131
27,15,148,155,309,0,329,155,267
27,15,376,333,447,0,103,160,350
27,15,411,0,83,224,308,96,251
27,15,148,155,309,0,329,155,267
27,15,264,0,93,84,214,36,267
27,15,453,131,207,245,412,83,309
27,15,70,103,136,0,300,76,166
27,15,119,201,267,148,210,197,237
27,15,160,0,20,295,454,0,103
27,15,480,0,44,191,393,82,128
27,15,444,160,181,145,285,246,392
27,15,8,0,28,167,293,225,377
27,15,411,0,83,224,308,96,251
27,15,151,0,58,0,169,0,284
27,15,342,0,10,52,129,155,322
27,15,81,0,15,304,469,0,92
28,15,412,364,440,0,70,0,204
28,15,169,212,384,146,258,121,267
28,15,192,0,83,154,236,0,338
28,15,136,321,384,243,389,0,221
28,15,225,0,61,0,268,58,231
28,15,191,157,240,180,256,0,281
28,15,281,403,496,0,267,94,248
28,15,246,177,256,171,319,77,193
28,15,136,321,384,243,389,0,221
28,15,121,254,322,237,304,0,120
28,15,225,0,61,0,268,58,231
28,15,357,366,469,0,103,0,192
28,15,247,61,131,62,132,155,263
28,15,36,0,71,105,251,112,290
28,15,471,0,118,0,157,0,162
29,16,148,155,309,0,329,155,267
29,16,148,155,309,0,329,155,267
29,16,58,403,497,0,84,0,319
29,16,495,0,37,154,474,82,118
29,16,198,0,61,155,280,0,259
29,16,58,403,497,0,84,0,319
29,16,20,0,135,0,109,264,265
29,16,33,0,56,0,137,0,224
29,16,151,0,58,0,169,0,284
29,16,171,0,212,205,350,117,231
29,16,56,0,83,83,172,184,516
29,16,277,144,246,162,326,166,264
29,16,141,0,234,75,143,133,178
29,16,247,61,131,62,132,155,263
29,16,62,338,395,0,126,0,197
29,16,278,173,229,0,119,194,315
29,16,121,254,322,237,304,0,120
29,16,102,0,177,0,95,265,272
30,16,56,0,83,83,172,184,516
30,16,10,0,56,0,236,0,215
30,16,315,0,82,0,203,119,367
30,16,411,0,83,224,308,96,251
30,16,169,212,384,146,258,121,267
30,16,37,0,55,0,391,0,127
30,16,188,0,70,0,92,0,229
30,16,206,446,552,0,44,0,236
30,16,148,155,309,0,329,155,267
30,16,101,61,149,0,115,58,197
30,16,406,329,405,0,74,195,384
31,17,131,0,59,248,380,0,241
31,17,100,0,48,0,160,224,514
31,17,411,0,83,224,308,96,251
31,17,56,0,83,83,172,184,516
31,17,148,155,309,0,329,155,267
31,17,446,0,43,0,202,202,285
31,17,292,0,105,0,88,137,253
31,17,278,173,229,0,119,194,315
31,17,411,0,83,224,308,96,251
31,17,390,0,74,248,319,137,356
31,17,148,155,309,0,329,155,267
31,17,157,390,453,0,89,0,188
31,17,411,0,83,224,308,96,251
31,17,441,369,481,0,270,0,146
31,17,411,0,83,224,308,96,251
32,18,148,155,309,0,329,155,267
32,18,180,329,449,0,158,0,320
32,18,100,0,48,0,160,224,514
32,18,11,338,403,0,195,0,273
32,18,364,0,79,0,80,0,301
32,18,149,0,79,0,252,0,236
32,18,4,0,44,269,316,160,305
32,18,405,0,74,173,297,0,253
32,18,202,56,140,75,160,0,90
32,18,225,0,61,0,268,58,231
32,18,66,377,501,0,209,36,97
32,18,74,419,493,72,150,0,268
32,18,154,93,152,0,90,207,395
32,18,106,0,57,0,206,167,273
33,18,146,0,60,116,208,137,288
34,19,278,173,229,0,119,194,315
34,19,58,403,497,0,84,0,319
34,19,69,0,62,0,155,0,270
34,19,151,0,58,0,169,0,284
34,19,66,377,501,0,209,36,97
34,19,464,0,75,154,234,178,269
34,19,231,369,430,83,181,0,217
35,20,495,0,37,154,474,82,118
35,20,334,84,111,0,145,0,144
35,20,79,132,191,48,152,136,390
35,20,303,241,315,235,337,0,228
35,20,318,56,86,0,339,0,123
35,20,402,284,341,0,169,0,254
35,20,414,465,495,44,169,0,164
35,20,148,155,309,0,329,155,267
35,20,250,37,81,45,231,0,190
35,20,139,169,224,162,242,173,317
35,20,474,151,234,75,155,0,259
35,20,36,0,71,105,251,112,290
35,20,383,369,451,83,155,98,199
35,20,405,0,74,173,297,0,253
35,20,106,0,57,0,206,167,273
35,20,392,0,32,109,223,47,202
36,21,406,329,405,0,74,195,384
36,21,234,0,269,0,437,93,198
36,21,169,212,384,146,258,121,267
36,21,445,0,66,248,344,74,325
36,21,133,436,501,0,117,209,272
36,21,360,0,277,0,197,201,259
36,21,101,61,149,0,115,58,197
36,21,405,0,74,173,297,0,253
36,21,405,0,74,173,297,0,253
36,21,58,403,497,0,84,0,319
36,21,117,57,83,0,126,167,324
36,21,56,0,83,83,172,184,516
36,21,192,0,83,154,236,0,338
36,21,454,402,436,0,90,0,186
36,21,472,432,501,0,64,0,66
37,21,376,333,447,0,103,160,350
37,21,126,203,365,62,351,119,224
37,21,292,0,105,0,88,137,253
37,21,259,329,437,0,136,0,143
37,21,34,105,206,167,269,0,96
37,21,237,0,92,154,239,173,468
37,21,172,208,242,166,306,224,409
37,21,345,437,491,0,94,0,300
38,22,274,0,184,0,167,0,369
38,22,442,89,182,133,314,0,245
38,22,219,0,95,200,344,0,271
38,22,461,401,497,0,101,0,294
38,22,341,172,230,261,458,73,358
38,22,113,0,289,0,104,220,259
38,22,11,338,403,0,195,0,273
38,22,20,0,135,0,109,264,265
38,22,445,0,66,248,344,74,325
38,22,74,419,493,72,150,0,268
38,22,137,268,298,62,174,83,245
38,22,90,69,133,0,66,0,276
38,22,67,322,363,273,411,94,254
38,22,228,0,74,0,142,196,319
38,22,414,465,495,44,169,0,164
38,22,422,224,271,0,106,0,169
38,22,480,0,44,191,393,82,128
38,22,102,0,177,0,95,265,272
39,22,148,155,309,0,329,155,267
39,22,148,155,309,0,329,155,267
39,22,100,0,48,0,160,224,514
39,22,374,0,94,93,177,184,496
39,22,450,0,79,105,196,180,465
39,22,192,0,83,154,236,0,338
39,22,281,403,496,0,267,94,248
39,22,357,366,469,0,103,0,192
39,22,69,0,62,0,155,0,270
39,22,300,364,556,0,110,176,268
39,22,483,136,183,206,297,0,223
39,22,455,450,483,220,300,89,256
39,22,411,0,83,224,308,96,251
39,22,140,0,74,154,228,158,363
39,22,495,0,37,154,474,82,118
39,22,63,400,442,278,354,0,167
39,22,39,0,60,103,211,76,221
39,22,480,0,44,191,393,82,128
39,22,137,268,298,62,174,83,245
39,22,480,0,44,191,393,82,128
39,22,452,0,59,0,152,112,172
40,23,411,0,83,224,308,96,251
40,23,379,0,62,237,374,0,254
40,23,292,0,105,0,88,137,253
40,23,20,0,135,0,109,264,265
40,23,411,0,83,224,308,96,251
40,23,61,0,103,0,97,0,136
40,23,56,0,83,83,172,184,516
40,23,410,0,76,186,278,0,112
40,23,171,0,212,205,350,117,231
40,23,359,0,117,205,486,0,114
41,24,76,0,270,82,528,0,114
41,24,495,0,37,154,474,82,118
41,24,264,0,93,84,214,36,267
41,24,126,203,365,62,351,119,224
41,24,154,93,152,0,90,207,395
41,24,151,0,58,0,169,0,284
41,24,474,151,234,75,155,0,259
41,24,119,201,267,148,210,197,237
41,24,231,369,430,83,181,0,217
41,24,169,212,384,146,258,121,267
41,24,216,0,61,164,252,0,199
41,24,117,57,83,0,126,167,324
41,24,145,0,44,187,267,186,286
41,24,495,0,37,154,474,82,118
41,24,118,103,132,48,152,136,379
41,24,124,0,10,290,466,0,82
42,24,37,0,55,0,391,0,127
42,24,37,0,55,0,391,0,127
42,24,148,155,309,0,329,155,267
42,24,281,403,496,0,267,94,248
42,24,445,0,66,248,344,74,325
43,25,348,62,188,170,321,126,263
43,25,471,0,118,0,157,0,162
43,25,266,270,391,0,176,0,208
43,25,10,0,56,0,236,0,215
43,25,354,0,89,224,313,84,398
43,25,221,124,191,35,128,0,293
43,25,364,0,79,0,80,0,301
43,25,305,253,334,0,72,198,474
43,25,383,369,451,83,155,98,199
43,25,11,338,403,0,195,0,273
43,25,58,403,497,0,84,0,319
43,25,360,0,277,0,197,201,259
43,25,480,0,44,191,393,82,128
43,25,480,0,44,191,393,82,128
43,25,292,0,105,0,88,137,253
43,25,53,0,32,0,135,226,393
43,25,432,83,118,124,269,64,249
43,25,495,0,37,154,474,82,118
43,25,20,0,135,0,109,264,265
44,25,192,0,83,154,236,0,338
44,25,354,0,89,224,313,84,398
44,25,91,0,55,89,241,92,313
44,25,237,0,92,154,239,173,468
44,25,179,0,61,224,320,0,220
44,25,151,0,58,0,169,0,284
44,25,352,284,364,62,155,0,245
44,25,136,321,384,243,389,0,221
44,25,293,124,159,0,263,0,171
45,26,471,0,118,0,157,0,162
45,26,148,155,309,0,329,155,267
45,26,58,403,497,0,84,0,319
45,26,148,155,309,0,329,155,267
45,26,56,0,83,83,172,184,516
45,26,177,175,386,174,283,0,210
45,26,125,0,166,0,156,0,133
45,26,383,369,451,83,155,98,199
45,26,126,203,365,62,351,119,224
45,26,151,0,58,0,169,0,284
45,26,411,0,83,224,308,96,251
45,26,401,0,25,0,200,239,326
45,26,476,0,73,0,70,155,207
46,26,211,412,513,0,87,0,101
46,26,131,0,59,248,380,0,241
47,27,225,0,61,0,268,58,231
47,27,70,103,136,0,300,76,166
47,27,194,0,115,200,321,0,167
47,27,70,103,136,0,300,76,166
47,27,472,432,501,0,64,0,66
47,27,171,0,212,205,350,117,231
47,27,198,0,61,155,280,0,259
47,27,109,0,32,0,71,93,302
47,27,410,0,76,186,278,0,112
47,27,34,105,206,167,269,0,96
47,27,405,0,74,173,297,0,253
47,27,411,0,83,224,308,96,251
47,27,148,155,309,0,329,155,267
47,27,20,0,135,0,109,264,265
47,27,66,377,501,0,209,36,97
47,27,292,0,105,0,88,137,253
47,27,66,377,501,0,209,36,97
47,27,454,402,436,0,90,0,186
47,27,383,369,451,83,155,98,199
47,27,210,344,398,167,286,100,246
47,27,495,0,37,154,474,82,118
47,27,103,185,325,250,370,86,153
47,27,70,103,136,0,300,76,166
47,27,179,0,61,224,320,0,220
47,27,407,0,45,226,304,0,141
48,27,192,0,83,154,236,0,338
48,27,56,0,83,83,172,184,516
48,27,495,0,37,154,474,82,118
48,27,412,364,440,0,70,0,204
48,27,151,0,58,0,169,0,284
49,28,148,155,309,0,329,155,267
49,28,69,0,62,0,155,0,270
49,28,125,0,166,0,156,0,133
49,28,449,212,317,172,283,0,139
49,28,148,155,309,0,329,155,267
49,28,56,0,83,83,172,184,516
49,28,65,0,93,196,339,0,156
49,28,169,212,384,146,258,121,267
49,28,131,0,59,248,380,0,241
49,28,198,0,61,155,280,0,259
49,28,455,450,483,220,300,89,256
49,28,33,0,56,0,137,0,224
49,28,478,0,13,140,290,84,159
49,28,292,0,105,0,88,137,253
49,28,411,0,83,224,308,96,251
49,28,330,0,94,0,88,164,285
49,28,454,402,436,0,90,0,186
49,28,411,0,83,224,308,96,251
49,28,342,0,10,52,129,155,322
49,28,247,61,131,62,132,155,263
49,28,337,281,400,176,209,0,144
49,28,133,436,501,0,117,209,272
50,28,378,88,105,30,292,0,257
51,29,374,0,94,93,177,184,496
51,29,426,329,480,0,150,120,305
51,29,165,153,217,0,150,0,225
51,29,148,155,309,0,329,155,267
51,29,249,0,188,0,262,0,328
51,29,179,0,61,224,320,0,220
51,29,34,105,206,167,269,0,96
51,29,211,412,513,0,87,0,101
51,29,411,0,83,224,308,96,251
51,29,342,0,10,52,129,155,322
52,29,122,0,228,0,140,0,53
52,29,101,61,149,0,115,58,197
52,29,70,103,136,0,300,76,166
52,29,66,377,501,0,209,36,97
52,29,56,0,83,83,172,184,516
52,29,318,56,86,0,339,0,123
53,30,31,0,70,58,160,120,344
53,30,148,155,309,0,329,155,267
53,30,225,0,61,0,268,58,231
53,30,101,61,149,0,115,58,197
53,30,171,0,212,205,350,117,231
53,30,50,369,405,279,392,0,227
53,30,61,0,103,0,97,0,136
53,30,474,151,234,75,155,0,259
53,30,409,112,193,0,71,74,327
53,30,128,0,124,0,124,127,212
53,30,146,0,60,116,208,137,288
53,30,154,93,152,0,90,207,395
53,30,171,0,212,205,350,117,231
53,30,131,0,59,248,380,0,241
53,30,233,0,82,0,78,155,264
53,30,480,0,44,191,393,82,128
53,30,137,268,298,62,174,83,245
53,30,66,377,501,0,209,36,97
53,30,411,0,83,224,308,96,251
53,30,121,254,322,237,304,0,120
53,30,20,0,135,0,109,264,265
53,30,4,0,44,269,316,160,305
54,30,56,0,83,83,172,184,516
54,30,305,253,334,0,72,198,474
54,30,66,377,501,0,209,36,97
54,30,157,390,453,0,89,0,188
54,30,151,0,58,0,169,0,284
54,30,192,0,83,154,236,0,338
54,30,231,369,430,83,181,0,217
55,31,173,160,204,0,145,224,384
55,31,126,203,365,62,351,119,224
55,31,457,405,505,105,201,97,302
56,32,456,0,143,62,251,0,239
56,32,407,0,45,226,304,0,141
56,32,347,61,143,44,218,0,238
56,32,406,329,405,0,74,195,384
56,32,378,88,105,30,292,0,257
56,32,376,333,447,0,103,160,350
56,32,61,0,103,0,97,0,136
56,32,103,185,325,250,370,86,153
56,32,441,369,481,0,270,0,146
56,32,233,0,82,0,78,155,264
56,32,292,0,105,0,88,137,253
56,32,480,0,44,191,393,82,128
56,32,168,0,135,0,129,105,272
56,32,66,377,501,0,209,36,97
56,32,487,329,429,167,253,0,136
56,32,33,0,56,0,137,0,224
56,32,411,0,83,224,308,96,251
56,32,173,160,204,0,145,224,384
56,32,411,0,83,224,308,96,251
56,32,480,0,44,191,393,82,128
56,32,202,56,140,75,160,0,90
56,32,81,0,15,304,469,0,92
56,32,327,453,497,145,227,0,157
57,32,195,61,150,154,247,155,521
57,32,76,0,270,82,528,0,114
57,32,37,0,55,0,391,0,127
57,32,56,0,83,83,172,184,516
57,32,151,0,58,0,169,0,284
57,32,405,0,74,173,297,0,253
57,32,100,0,48,0,160,224,514
57,32,446,0,43,0,202,202,285
57,32,480,0,44,191,393,82,128
57,32,474,151,234,75,155,0,259
58,33,339,0,23,290,413,46,218
58,33,125,0,166,0,156,0,133
58,33,423,66,130,124,320,0,240
58,33,41,0,163,101,189,0,45
58,33,149,0,79,0,252,0,236
58,33,363,0,78,154,239,0,326
58,33,37,0,55,0,391,0,127
58,33,91,0,55,89,241,92,313
58,33,231,369,430,83,181,0,217
58,33,100,0,48,0,160,224,514
58,33,56,0,83,83,172,184,516
58,33,121,254,322,237,304,0,120
58,33,496,189,489,0,209,224,251
58,33,446,0,43,0,202,202,285
58,33,247,61,131,62,132,155,263
58,33,357,366,469,0,103,0,192
58,33,292,0,105,0,88,137,253
58,33,131,0,59,248,380,0,241
58,33,342,0,10,52,129,155,322
